X-ray (ID 01) / Crystal angle ?_c	X-ray (ID 01) / Impulse Imp
27.0	56
27.1	64
27.2	57
27.3	64
27.4	55
27.5	50
27.6	47
27.7	66
27.8	50
27.9	48
28.0	56
28.1	60
28.2	50
28.3	58
28.4	48
28.5	47
28.6	44
28.7	38
28.8	48
28.9	36
29.0	57
29.1	37
29.2	34
29.3	41
29.4	44
29.5	30
29.6	35
29.7	30
29.8	31
29.9	36
30.0	29
30.1	23
30.2	36
30.3	44
30.4	23
30.5	28
30.6	23
30.7	37
30.8	26
30.9	30
31.0	20
31.1	24
31.2	39
31.3	36
31.4	38
31.5	29
31.6	31
31.7	32
31.8	37
31.9	51
32.0	55
32.1	64
32.2	67
32.3	68
32.4	35
32.5	32
32.6	28
32.7	24
32.8	21
32.9	20
33.0	23
33.1	25
33.2	25
33.3	27
33.4	29
33.5	26
33.6	16
33.7	23
33.8	23
33.9	22
34.0	26
34.1	31
34.2	27
34.3	17
34.4	20
34.5	25
34.6	16
34.7	14
34.8	18
34.9	18
35.0	24
35.1	15
35.2	19
35.3	25
35.4	18
35.5	31
35.6	20
35.7	21
35.8	18
35.9	24
36.0	20
36.1	22
36.2	19
36.3	28
36.4	22
36.5	30
36.6	21
36.7	22
36.8	22
36.9	25
37.0	15
37.1	18
37.2	22
37.3	20
37.4	18
37.5	15
37.6	12
37.7	24
37.8	20
37.9	18
38.0	21
38.1	20
38.2	15
38.3	25
38.4	17
38.5	19
38.6	16
38.7	15
38.8	16
38.9	14
39.0	15
39.1	16
39.2	19
39.3	15
39.4	18
39.5	24
39.6	12
39.7	19
39.8	12
39.9	19
40.0	18
40.1	15
40.2	17
40.3	19
40.4	18
40.5	17
40.6	24
40.7	15
40.8	14
40.9	22
41.0	16
41.1	18
41.2	12
41.3	9
41.4	14
41.5	19
41.6	20
41.7	19
41.8	12
41.9	12
42.0	13
42.1	20
42.2	15
42.3	17
42.4	15
42.5	17
42.6	17
42.7	13
42.8	9
42.9	16
43.0	13
43.1	14
43.2	13
43.3	12
43.4	9
43.5	16
43.6	18
43.7	18
43.8	12
43.9	19
44.0	11
44.1	12
44.2	6
44.3	14
44.4	13
44.5	18
44.6	17
44.7	15
44.8	24
44.9	29
45.0	19
45.1	16
45.2	13
45.3	23
45.4	12
45.5	20
45.6	22
45.7	20
45.8	13
45.9	14
46.0	18
46.1	11
46.2	10
46.3	15
46.4	16
46.5	18
46.6	16
46.7	14
46.8	16
46.9	10
47.0	11
47.1	22
47.2	18
47.3	11
47.4	23
47.5	18
47.6	10
47.7	11
47.8	7
47.9	11
48.0	12
48.1	11
48.2	14
48.3	5
48.4	12
48.5	16
48.6	12
48.7	12
48.8	15
48.9	14
49.0	12
49.1	13
49.2	11
49.3	10
49.4	10
49.5	17
49.6	15
49.7	8
49.8	7
49.9	12
50.0	14
50.1	17
50.2	16
50.3	6
50.4	9
50.5	11
50.6	20
50.7	10
50.8	17
50.9	8
51.0	15
51.1	11
51.2	12
51.3	9
51.4	14
51.5	5
51.6	15
51.7	15
51.8	12
51.9	9
52.0	16
52.1	9
52.2	13
52.3	7
52.4	14
52.5	16
52.6	7
52.7	7
52.8	12
52.9	12
53.0	7
53.1	11
53.2	6
53.3	14
53.4	16
53.5	11
53.6	6
53.7	14
53.8	10
53.9	9
54.0	18
54.1	10
54.2	12
54.3	9
54.4	13
54.5	14
54.6	16
54.7	10
54.8	10
54.9	13
55.0	12
55.1	9
55.2	12
55.3	8
55.4	15
55.5	16
55.6	6
55.7	6
55.8	10
55.9	11
56.0	16
56.1	14
56.2	7
56.3	8
56.4	7
56.5	10
56.6	14
56.7	13
56.8	20
56.9	20
57.0	11
57.1	14
57.2	13
57.3	10
57.4	10
57.5	9
57.6	10
57.7	16
57.8	10
57.9	12
58.0	17
58.1	13
58.2	9
58.3	13
58.4	15
58.5	11
58.6	7
58.7	16
58.8	13
58.9	14
59.0	14
59.1	5
59.2	12
59.3	10
59.4	10
59.5	12
59.6	8
59.7	11
59.8	10
59.9	12
60.0	14
